,Dates,data1,data2,data3,data4
0,2019-11-01 00:00:00,771.0,850.0,850.0,438.0
1,2019-11-01 00:30:00,816.0,905.0,905.0,438.0
2,2019-11-01 01:00:00,847.0,961.0,961.0,438.0
3,2019-11-01 01:30:00,886.0,1033.0,1033.0,438.0
4,2019-11-01 02:00:00,926.0,1077.0,1077.0,448.0
5,2019-11-01 02:30:00,974.0,1122.0,1122.0,443.0
6,2019-11-01 03:00:00,1023.0,1214.0,1214.0,458.0
7,2019-11-01 03:30:00,1089.0,1325.0,1325.0,453.0
8,2019-11-01 04:00:00,1157.0,1422.0,1422.0,474.0
9,2019-11-01 04:30:00,1234.0,1506.0,1506.0,464.0
10,2019-11-01 05:00:00,1322.0,1540.0,1540.0,502.0
11,2019-11-01 05:30:00,1429.0,1592.0,1592.0,491.0
12,2019-11-01 06:00:00,1538.0,1610.0,1610.0,553.0
13,2019-11-01 06:30:00,1657.0,1610.0,1610.0,524.0
14,2019-11-01 07:00:00,1778.0,1628.0,1628.0,756.0
15,2019-11-01 07:30:00,1871.0,1610.0,1610.0,623.0
16,2019-11-01 08:00:00,1965.0,1610.0,1610.0,1131.0
17,2019-11-01 08:30:00,2040.0,1592.0,1592.0,950.0
18,2019-11-01 09:00:00,2097.0,1557.0,1557.0,1401.0
19,2019-11-01 09:30:00,2144.0,1523.0,1523.0,1290.0
20,2019-11-01 10:00:00,2182.0,1489.0,1489.0,1553.0
21,2019-11-01 10:30:00,2192.0,1456.0,1456.0,1487.0
22,2019-11-01 11:00:00,2201.0,1422.0,1422.0,1644.0
23,2019-11-01 11:30:00,2201.0,1406.0,1406.0,1606.0
24,2019-11-01 12:00:00,2192.0,1373.0,1373.0,1699.0
25,2019-11-01 12:30:00,2173.0,1341.0,1341.0,1675.0
26,2019-11-01 13:00:00,2135.0,1293.0,1293.0,1739.0
27,2019-11-01 13:30:00,2106.0,1277.0,1277.0,1723.0
28,2019-11-01 14:00:00,2069.0,1230.0,1230.0,1754.0
29,2019-11-01 14:30:00,2031.0,1214.0,1214.0,1746.0
30,2019-11-01 15:00:00,1993.0,1183.0,1183.0,1762.0
31,2019-11-01 15:30:00,1956.0,1168.0,1168.0,1762.0
32,2019-11-01 16:00:00,1909.0,1137.0,1137.0,1771.0
33,2019-11-01 16:30:00,1871.0,1122.0,1122.0,1771.0
34,2019-11-01 17:00:00,1824.0,1107.0,1107.0,1787.0
35,2019-11-01 17:30:00,1797.0,1122.0,1122.0,1787.0
36,2019-11-01 18:00:00,1759.0,1153.0,1153.0,1803.0
37,2019-11-01 18:30:00,1731.0,1199.0,1199.0,1795.0
38,2019-11-01 19:00:00,1704.0,1293.0,1293.0,1835.0
39,2019-11-01 19:30:00,1676.0,1406.0,1406.0,1827.0
40,2019-11-01 20:00:00,1648.0,1523.0,1523.0,1893.0
41,2019-11-01 20:30:00,1629.0,1628.0,1628.0,1860.0
42,2019-11-01 21:00:00,1602.0,1719.0,1719.0,1968.0
43,2019-11-01 21:30:00,1583.0,1812.0,1812.0,1926.0
44,2019-11-01 22:00:00,1565.0,1888.0,1888.0,2053.0
45,2019-11-01 22:30:00,1538.0,1945.0,1945.0,2002.0
46,2019-11-01 23:00:00,1510.0,2004.0,2004.0,2148.0
47,2019-11-01 23:30:00,1492.0,2023.0,2023.0,2096.0
48,2019-11-02 00:00:00,1474.0,2063.0,2063.0,2246.0
49,2019-11-02 00:30:00,1456.0,2082.0,2082.0,2192.0
50,2019-11-02 01:00:00,1429.0,2102.0,2102.0,2336.0
51,2019-11-02 01:30:00,1411.0,2102.0,2102.0,2291.0
52,2019-11-02 02:00:00,1393.0,2122.0,2122.0,2409.0
53,2019-11-02 02:30:00,1366.0,2122.0,2122.0,2372.0
54,2019-11-02 03:00:00,1340.0,2122.0,2122.0,2452.0
55,2019-11-02 03:30:00,1322.0,2142.0,2142.0,2435.0
56,2019-11-02 04:00:00,1304.0,2142.0,2142.0,2487.0
57,2019-11-02 04:30:00,1286.0,2162.0,2162.0,2478.0
58,2019-11-02 05:00:00,1260.0,2162.0,2162.0,2514.0
59,2019-11-02 05:30:00,1243.0,2182.0,2182.0,2505.0
60,2019-11-02 06:00:00,1225.0,2203.0,2203.0,2514.0
61,2019-11-02 06:30:00,1208.0,2243.0,2243.0,2514.0
62,2019-11-02 07:00:00,1191.0,2264.0,2264.0,2514.0
63,2019-11-02 07:30:00,1174.0,2284.0,2284.0,2514.0
64,2019-11-02 08:00:00,1157.0,2346.0,2346.0,2505.0
65,2019-11-02 08:30:00,1140.0,2367.0,2367.0,2505.0
66,2019-11-02 09:00:00,1123.0,2409.0,2409.0,2470.0
67,2019-11-02 09:30:00,1106.0,2451.0,2451.0,2487.0
68,2019-11-02 10:00:00,1089.0,2472.0,2472.0,2443.0
69,2019-11-02 10:30:00,1073.0,2514.0,2514.0,2461.0
70,2019-11-02 11:00:00,1064.0,2536.0,2536.0,2409.0
71,2019-11-02 11:30:00,1056.0,2578.0,2578.0,2426.0
72,2019-11-02 12:00:00,1039.0,2598.0,2598.0,2363.0
73,2019-11-02 12:30:00,1031.0,2619.0,2619.0,2391.0
74,2019-11-02 13:00:00,1023.0,2619.0,2619.0,2318.0
75,2019-11-02 13:30:00,1007.0,2640.0,2640.0,2345.0
76,2019-11-02 14:00:00,999.0,2640.0,2640.0,2273.0
77,2019-11-02 14:30:00,990.0,2640.0,2640.0,2300.0
78,2019-11-02 15:00:00,974.0,2640.0,2640.0,2210.0
79,2019-11-02 15:30:00,958.0,2640.0,2640.0,2246.0
80,2019-11-02 16:00:00,942.0,2640.0,2640.0,2166.0
81,2019-11-02 16:30:00,934.0,2640.0,2640.0,2192.0
82,2019-11-02 17:00:00,926.0,2640.0,2640.0,2105.0
83,2019-11-02 17:30:00,910.0,2619.0,2619.0,2131.0
84,2019-11-02 18:00:00,902.0,2598.0,2598.0,2053.0
85,2019-11-02 18:30:00,886.0,2598.0,2598.0,2079.0
86,2019-11-02 19:00:00,878.0,2598.0,2598.0,2002.0
87,2019-11-02 19:30:00,870.0,2578.0,2578.0,2028.0
88,2019-11-02 20:00:00,855.0,2557.0,2557.0,1943.0
89,2019-11-02 20:30:00,847.0,2536.0,2536.0,1977.0
90,2019-11-02 21:00:00,832.0,2514.0,2514.0,1893.0
91,2019-11-02 21:30:00,824.0,2493.0,2493.0,1918.0
92,2019-11-02 22:00:00,816.0,2472.0,2472.0,1844.0
93,2019-11-02 22:30:00,801.0,2430.0,2430.0,1860.0
94,2019-11-02 23:00:00,794.0,2430.0,2430.0,1795.0
95,2019-11-02 23:30:00,794.0,2409.0,2409.0,1819.0
96,2019-11-03 00:00:00,779.0,2388.0,2388.0,1739.0
97,2019-11-03 00:30:00,771.0,2367.0,2367.0,1771.0
98,2019-11-03 01:00:00,771.0,2346.0,2346.0,1691.0
99,2019-11-03 01:30:00,764.0,2325.0,2325.0,1715.0
100,2019-11-03 02:00:00,756.0,2284.0,2284.0,1652.0
101,2019-11-03 02:30:00,749.0,2264.0,2264.0,1668.0
102,2019-11-03 03:00:00,734.0,2243.0,2243.0,1606.0
103,2019-11-03 03:30:00,734.0,2203.0,2203.0,1629.0
104,2019-11-03 04:00:00,719.0,2182.0,2182.0,1560.0
105,2019-11-03 04:30:00,719.0,2162.0,2162.0,1583.0
106,2019-11-03 05:00:00,712.0,2142.0,2142.0,1523.0
107,2019-11-03 05:30:00,704.0,2102.0,2102.0,1545.0
108,2019-11-03 06:00:00,697.0,2102.0,2102.0,1487.0
109,2019-11-03 06:30:00,690.0,2063.0,2063.0,1501.0
110,2019-11-03 07:00:00,683.0,2043.0,2043.0,1451.0
111,2019-11-03 07:30:00,676.0,2004.0,2004.0,1465.0
112,2019-11-03 08:00:00,668.0,2004.0,2004.0,1415.0
113,2019-11-03 08:30:00,668.0,1965.0,1965.0,1436.0
114,2019-11-03 09:00:00,661.0,1945.0,1945.0,1380.0
115,2019-11-03 09:30:00,654.0,1926.0,1926.0,1401.0
116,2019-11-03 10:00:00,647.0,1907.0,1907.0,1352.0
117,2019-11-03 10:30:00,647.0,1869.0,1869.0,1366.0
118,2019-11-03 11:00:00,640.0,1850.0,1850.0,1317.0
119,2019-11-03 11:30:00,633.0,1831.0,1831.0,1331.0
120,2019-11-03 12:00:00,633.0,1812.0,1812.0,1283.0
121,2019-11-03 12:30:00,626.0,1793.0,1793.0,1304.0
122,2019-11-03 13:00:00,626.0,1774.0,1774.0,1256.0
123,2019-11-03 13:30:00,620.0,1737.0,1737.0,1277.0
124,2019-11-03 14:00:00,613.0,1719.0,1719.0,1236.0
125,2019-11-03 14:30:00,613.0,1700.0,1700.0,1250.0
126,2019-11-03 15:00:00,606.0,1682.0,1682.0,1203.0
127,2019-11-03 15:30:00,599.0,1664.0,1664.0,1217.0
128,2019-11-03 16:00:00,592.0,1646.0,1646.0,1174.0
129,2019-11-03 16:30:00,585.0,1628.0,1628.0,1188.0
130,2019-11-03 17:00:00,585.0,1610.0,1610.0,1153.0
131,2019-11-03 17:30:00,578.0,1592.0,1592.0,1167.0
132,2019-11-03 18:00:00,572.0,1574.0,1574.0,1124.0
133,2019-11-03 18:30:00,565.0,1557.0,1557.0,1138.0
134,2019-11-03 19:00:00,565.0,1557.0,1557.0,1104.0
135,2019-11-03 19:30:00,559.0,1540.0,1540.0,1110.0
136,2019-11-03 20:00:00,559.0,1523.0,1523.0,1076.0
137,2019-11-03 20:30:00,552.0,1506.0,1506.0,1090.0
138,2019-11-03 21:00:00,552.0,1489.0,1489.0,1056.0
139,2019-11-03 21:30:00,545.0,1472.0,1472.0,1069.0
140,2019-11-03 22:00:00,539.0,1456.0,1456.0,1035.0
141,2019-11-03 22:30:00,539.0,1439.0,1439.0,1042.0
142,2019-11-03 23:00:00,539.0,1422.0,1422.0,1009.0
143,2019-11-03 23:30:00,532.0,1406.0,1406.0,1029.0
144,2019-11-04 00:00:00,532.0,1406.0,1406.0,989.0
145,2019-11-04 00:30:00,526.0,1390.0,1390.0,1002.0
146,2019-11-04 01:00:00,526.0,1357.0,1357.0,970.0
147,2019-11-04 01:30:00,519.0,1357.0,1357.0,983.0
148,2019-11-04 02:00:00,519.0,1341.0,1341.0,957.0
149,2019-11-04 02:30:00,519.0,1325.0,1325.0,963.0
150,2019-11-04 03:00:00,513.0,1309.0,1309.0,937.0
151,2019-11-04 03:30:00,513.0,1309.0,1309.0,944.0
152,2019-11-04 04:00:00,513.0,1293.0,1293.0,918.0
153,2019-11-04 04:30:00,506.0,1277.0,1277.0,925.0
154,2019-11-04 05:00:00,506.0,1261.0,1261.0,906.0
155,2019-11-04 05:30:00,506.0,1245.0,1245.0,912.0
156,2019-11-04 06:00:00,500.0,1245.0,1245.0,887.0
157,2019-11-04 06:30:00,500.0,1230.0,1230.0,900.0
158,2019-11-04 07:00:00,500.0,1214.0,1214.0,875.0
159,2019-11-04 07:30:00,494.0,1199.0,1199.0,881.0
160,2019-11-04 08:00:00,494.0,1183.0,1183.0,861.0
161,2019-11-04 08:30:00,488.0,1183.0,1183.0,868.0
162,2019-11-04 09:00:00,488.0,1168.0,1168.0,846.0
163,2019-11-04 09:30:00,488.0,1153.0,1153.0,853.0
164,2019-11-04 10:00:00,481.0,1153.0,1153.0,825.0
165,2019-11-04 10:30:00,481.0,1137.0,1137.0,832.0
166,2019-11-04 11:00:00,475.0,1122.0,1122.0,811.0
167,2019-11-04 11:30:00,475.0,1122.0,1122.0,818.0
168,2019-11-04 12:00:00,475.0,1107.0,1107.0,797.0
169,2019-11-04 12:30:00,475.0,1092.0,1092.0,804.0
170,2019-11-04 13:00:00,475.0,1092.0,1092.0,783.0
171,2019-11-04 13:30:00,469.0,1077.0,1077.0,790.0
172,2019-11-04 14:00:00,469.0,1063.0,1063.0,770.0
173,2019-11-04 14:30:00,462.0,1063.0,1063.0,777.0
174,2019-11-04 15:00:00,462.0,1048.0,1048.0,756.0
175,2019-11-04 15:30:00,456.0,1048.0,1048.0,756.0
176,2019-11-04 16:00:00,456.0,1033.0,1033.0,743.0
177,2019-11-04 16:30:00,456.0,1019.0,1019.0,750.0
178,2019-11-04 17:00:00,456.0,1019.0,1019.0,737.0
179,2019-11-04 17:30:00,450.0,1019.0,1019.0,737.0
180,2019-11-04 18:00:00,450.0,1004.0,1004.0,717.0
181,2019-11-04 18:30:00,444.0,1004.0,1004.0,723.0
182,2019-11-04 19:00:00,444.0,990.0,990.0,710.0
183,2019-11-04 19:30:00,438.0,976.0,976.0,717.0
184,2019-11-04 20:00:00,432.0,976.0,976.0,698.0
185,2019-11-04 20:30:00,432.0,961.0,961.0,704.0
186,2019-11-04 21:00:00,432.0,947.0,947.0,691.0
187,2019-11-04 21:30:00,432.0,947.0,947.0,698.0
188,2019-11-04 22:00:00,427.0,947.0,947.0,679.0
189,2019-11-04 22:30:00,427.0,933.0,933.0,685.0
190,2019-11-04 23:00:00,427.0,919.0,919.0,672.0
191,2019-11-04 23:30:00,427.0,919.0,919.0,679.0
192,2019-11-05 00:00:00,427.0,905.0,905.0,660.0
193,2019-11-05 00:30:00,427.0,905.0,905.0,666.0
194,2019-11-05 01:00:00,421.0,905.0,905.0,654.0
195,2019-11-05 01:30:00,421.0,891.0,891.0,660.0
196,2019-11-05 02:00:00,421.0,891.0,891.0,648.0
197,2019-11-05 02:30:00,421.0,891.0,891.0,654.0
198,2019-11-05 03:00:00,421.0,877.0,877.0,642.0
199,2019-11-05 03:30:00,421.0,877.0,877.0,642.0
200,2019-11-05 04:00:00,415.0,864.0,864.0,629.0
201,2019-11-05 04:30:00,415.0,864.0,864.0,636.0
202,2019-11-05 05:00:00,415.0,850.0,850.0,623.0
203,2019-11-05 05:30:00,415.0,850.0,850.0,629.0
204,2019-11-05 06:00:00,409.0,850.0,850.0,618.0
205,2019-11-05 06:30:00,409.0,837.0,837.0,623.0
206,2019-11-05 07:00:00,409.0,823.0,823.0,612.0
207,2019-11-05 07:30:00,409.0,823.0,823.0,612.0
208,2019-11-05 08:00:00,403.0,810.0,810.0,606.0
209,2019-11-05 08:30:00,403.0,810.0,810.0,606.0
210,2019-11-05 09:00:00,403.0,810.0,810.0,600.0
211,2019-11-05 09:30:00,397.0,797.0,797.0,600.0
212,2019-11-05 10:00:00,397.0,797.0,797.0,594.0
213,2019-11-05 10:30:00,397.0,783.0,783.0,594.0
214,2019-11-05 11:00:00,397.0,783.0,783.0,588.0
215,2019-11-05 11:30:00,397.0,783.0,783.0,588.0
216,2019-11-05 12:00:00,391.0,770.0,770.0,582.0
217,2019-11-05 12:30:00,391.0,770.0,770.0,582.0
218,2019-11-05 13:00:00,391.0,770.0,770.0,577.0
219,2019-11-05 13:30:00,391.0,757.0,757.0,577.0
220,2019-11-05 14:00:00,391.0,757.0,757.0,571.0
221,2019-11-05 14:30:00,391.0,757.0,757.0,577.0
222,2019-11-05 15:00:00,386.0,744.0,744.0,565.0
223,2019-11-05 15:30:00,386.0,744.0,744.0,565.0
224,2019-11-05 16:00:00,386.0,744.0,744.0,559.0
225,2019-11-05 16:30:00,386.0,731.0,731.0,559.0
226,2019-11-05 17:00:00,386.0,731.0,731.0,553.0
227,2019-11-05 17:30:00,380.0,731.0,731.0,553.0
228,2019-11-05 18:00:00,380.0,719.0,719.0,547.0
229,2019-11-05 18:30:00,380.0,719.0,719.0,553.0
230,2019-11-05 19:00:00,380.0,719.0,719.0,541.0
231,2019-11-05 19:30:00,380.0,719.0,719.0,547.0
232,2019-11-05 20:00:00,380.0,706.0,706.0,541.0
233,2019-11-05 20:30:00,375.0,706.0,706.0,536.0
234,2019-11-05 21:00:00,375.0,706.0,706.0,530.0
235,2019-11-05 21:30:00,375.0,706.0,706.0,536.0
236,2019-11-05 22:00:00,375.0,693.0,693.0,524.0
237,2019-11-05 22:30:00,369.0,693.0,693.0,530.0
238,2019-11-05 23:00:00,369.0,693.0,693.0,524.0
239,2019-11-05 23:30:00,369.0,681.0,681.0,524.0
240,2019-11-06 00:00:00,369.0,681.0,681.0,518.0
241,2019-11-06 00:30:00,369.0,681.0,681.0,524.0
242,2019-11-06 01:00:00,369.0,681.0,681.0,513.0
243,2019-11-06 01:30:00,369.0,668.0,668.0,518.0
244,2019-11-06 02:00:00,369.0,668.0,668.0,513.0
245,2019-11-06 02:30:00,369.0,668.0,668.0,513.0
246,2019-11-06 03:00:00,369.0,668.0,668.0,507.0
247,2019-11-06 03:30:00,369.0,656.0,656.0,507.0
248,2019-11-06 04:00:00,369.0,656.0,656.0,502.0
249,2019-11-06 04:30:00,363.0,656.0,656.0,507.0
250,2019-11-06 05:00:00,369.0,656.0,656.0,502.0
251,2019-11-06 05:30:00,363.0,644.0,644.0,502.0
252,2019-11-06 06:00:00,363.0,644.0,644.0,496.0
253,2019-11-06 06:30:00,363.0,644.0,644.0,502.0
254,2019-11-06 07:00:00,363.0,632.0,632.0,496.0
255,2019-11-06 07:30:00,363.0,632.0,632.0,496.0
256,2019-11-06 08:00:00,363.0,632.0,632.0,491.0
257,2019-11-06 08:30:00,363.0,632.0,632.0,491.0
258,2019-11-06 09:00:00,358.0,632.0,632.0,485.0
259,2019-11-06 09:30:00,358.0,620.0,620.0,491.0
260,2019-11-06 10:00:00,358.0,620.0,620.0,485.0
261,2019-11-06 10:30:00,358.0,620.0,620.0,485.0
262,2019-11-06 11:00:00,358.0,620.0,620.0,480.0
263,2019-11-06 11:30:00,358.0,608.0,608.0,480.0
264,2019-11-06 12:00:00,358.0,608.0,608.0,480.0
265,2019-11-06 12:30:00,352.0,608.0,608.0,480.0
266,2019-11-06 13:00:00,352.0,608.0,608.0,474.0
267,2019-11-06 13:30:00,358.0,608.0,608.0,474.0
268,2019-11-06 14:00:00,358.0,596.0,596.0,469.0
269,2019-11-06 14:30:00,347.0,596.0,596.0,469.0
270,2019-11-06 15:00:00,347.0,596.0,596.0,469.0
271,2019-11-06 15:30:00,347.0,596.0,596.0,469.0
272,2019-11-06 16:00:00,352.0,596.0,596.0,464.0
273,2019-11-06 16:30:00,352.0,584.0,584.0,464.0
274,2019-11-06 17:00:00,352.0,584.0,584.0,458.0
275,2019-11-06 17:30:00,347.0,584.0,584.0,458.0
276,2019-11-06 18:00:00,347.0,584.0,584.0,458.0
277,2019-11-06 18:30:00,347.0,584.0,584.0,458.0
278,2019-11-06 19:00:00,347.0,584.0,584.0,453.0
279,2019-11-06 19:30:00,347.0,572.0,572.0,453.0
280,2019-11-06 20:00:00,341.0,572.0,572.0,453.0
281,2019-11-06 20:30:00,347.0,572.0,572.0,453.0
282,2019-11-06 21:00:00,341.0,572.0,572.0,448.0
283,2019-11-06 21:30:00,341.0,572.0,572.0,448.0
284,2019-11-06 22:00:00,341.0,572.0,572.0,448.0
285,2019-11-06 22:30:00,341.0,572.0,572.0,448.0
286,2019-11-06 23:00:00,341.0,561.0,561.0,443.0
287,2019-11-06 23:30:00,336.0,561.0,561.0,443.0
288,2019-11-07 00:00:00,341.0,561.0,561.0,438.0
289,2019-11-07 00:30:00,336.0,561.0,561.0,443.0
290,2019-11-07 01:00:00,336.0,561.0,561.0,438.0
291,2019-11-07 01:30:00,336.0,561.0,561.0,438.0
292,2019-11-07 02:00:00,341.0,549.0,549.0,432.0
293,2019-11-07 02:30:00,336.0,549.0,549.0,438.0
294,2019-11-07 03:00:00,336.0,549.0,549.0,432.0
295,2019-11-07 03:30:00,336.0,549.0,549.0,432.0
296,2019-11-07 04:00:00,336.0,549.0,549.0,427.0
297,2019-11-07 04:30:00,336.0,538.0,538.0,432.0
298,2019-11-07 05:00:00,336.0,538.0,538.0,427.0
299,2019-11-07 05:30:00,336.0,538.0,538.0,432.0
300,2019-11-07 06:00:00,336.0,538.0,538.0,427.0
301,2019-11-07 06:30:00,336.0,538.0,538.0,427.0
302,2019-11-07 07:00:00,336.0,538.0,538.0,422.0
303,2019-11-07 07:30:00,336.0,538.0,538.0,422.0
304,2019-11-07 08:00:00,336.0,526.0,526.0,422.0
305,2019-11-07 08:30:00,336.0,526.0,526.0,422.0
306,2019-11-07 09:00:00,336.0,526.0,526.0,417.0
307,2019-11-07 09:30:00,331.0,526.0,526.0,422.0
308,2019-11-07 10:00:00,331.0,526.0,526.0,417.0
309,2019-11-07 10:30:00,331.0,526.0,526.0,417.0
310,2019-11-07 11:00:00,331.0,515.0,515.0,417.0
311,2019-11-07 11:30:00,331.0,515.0,515.0,417.0
312,2019-11-07 12:00:00,331.0,515.0,515.0,412.0
313,2019-11-07 12:30:00,331.0,515.0,515.0,417.0
314,2019-11-07 13:00:00,331.0,515.0,515.0,412.0
315,2019-11-07 13:30:00,325.0,515.0,515.0,412.0
316,2019-11-07 14:00:00,331.0,515.0,515.0,412.0
317,2019-11-07 14:30:00,325.0,515.0,515.0,412.0
318,2019-11-07 15:00:00,325.0,515.0,515.0,407.0
319,2019-11-07 15:30:00,325.0,515.0,515.0,407.0
320,2019-11-07 16:00:00,325.0,515.0,515.0,412.0
321,2019-11-07 16:30:00,331.0,515.0,515.0,407.0
322,2019-11-07 17:00:00,331.0,515.0,515.0,412.0
323,2019-11-07 17:30:00,331.0,515.0,515.0,412.0
324,2019-11-07 18:00:00,331.0,526.0,526.0,417.0
325,2019-11-07 18:30:00,336.0,526.0,526.0,412.0
326,2019-11-07 19:00:00,336.0,526.0,526.0,422.0
327,2019-11-07 19:30:00,336.0,526.0,526.0,417.0
328,2019-11-07 20:00:00,336.0,526.0,526.0,422.0
329,2019-11-07 20:30:00,336.0,526.0,526.0,417.0
330,2019-11-07 21:00:00,336.0,526.0,526.0,427.0
331,2019-11-07 21:30:00,336.0,526.0,526.0,422.0
332,2019-11-07 22:00:00,341.0,526.0,526.0,427.0
333,2019-11-07 22:30:00,341.0,526.0,526.0,427.0
334,2019-11-07 23:00:00,341.0,526.0,526.0,427.0
335,2019-11-07 23:30:00,341.0,526.0,526.0,427.0
336,2019-11-08 00:00:00,341.0,526.0,526.0,427.0
337,2019-11-08 00:30:00,347.0,526.0,526.0,427.0
338,2019-11-08 01:00:00,347.0,515.0,515.0,427.0
339,2019-11-08 01:30:00,352.0,526.0,526.0,427.0
340,2019-11-08 02:00:00,352.0,526.0,526.0,427.0
341,2019-11-08 02:30:00,352.0,515.0,515.0,427.0
342,2019-11-08 03:00:00,358.0,515.0,515.0,422.0
343,2019-11-08 03:30:00,358.0,515.0,515.0,422.0
344,2019-11-08 04:00:00,363.0,515.0,515.0,417.0
345,2019-11-08 04:30:00,363.0,515.0,515.0,417.0
346,2019-11-08 05:00:00,369.0,515.0,515.0,417.0
347,2019-11-08 05:30:00,375.0,515.0,515.0,417.0
348,2019-11-08 06:00:00,369.0,515.0,515.0,412.0
349,2019-11-08 06:30:00,375.0,515.0,515.0,417.0
350,2019-11-08 07:00:00,375.0,515.0,515.0,417.0
351,2019-11-08 07:30:00,375.0,515.0,515.0,417.0
352,2019-11-08 08:00:00,375.0,515.0,515.0,412.0
353,2019-11-08 08:30:00,375.0,515.0,515.0,412.0
354,2019-11-08 09:00:00,375.0,515.0,515.0,412.0
355,2019-11-08 09:30:00,380.0,515.0,515.0,412.0
356,2019-11-08 10:00:00,380.0,515.0,515.0,407.0
357,2019-11-08 10:30:00,375.0,515.0,515.0,412.0
358,2019-11-08 11:00:00,380.0,515.0,515.0,412.0
359,2019-11-08 11:30:00,380.0,515.0,515.0,412.0
360,2019-11-08 12:00:00,380.0,515.0,515.0,412.0
361,2019-11-08 12:30:00,380.0,515.0,515.0,412.0
362,2019-11-08 13:00:00,380.0,515.0,515.0,412.0
363,2019-11-08 13:30:00,386.0,526.0,526.0,412.0
364,2019-11-08 14:00:00,380.0,526.0,526.0,412.0
365,2019-11-08 14:30:00,380.0,526.0,526.0,412.0
366,2019-11-08 15:00:00,380.0,526.0,526.0,417.0
367,2019-11-08 15:30:00,380.0,515.0,515.0,417.0
368,2019-11-08 16:00:00,380.0,526.0,526.0,412.0
369,2019-11-08 16:30:00,380.0,515.0,515.0,417.0
370,2019-11-08 17:00:00,386.0,515.0,515.0,417.0
371,2019-11-08 17:30:00,386.0,526.0,526.0,417.0
372,2019-11-08 18:00:00,386.0,526.0,526.0,417.0
373,2019-11-08 18:30:00,386.0,526.0,526.0,417.0
374,2019-11-08 19:00:00,386.0,526.0,526.0,417.0
375,2019-11-08 19:30:00,391.0,526.0,526.0,417.0
376,2019-11-08 20:00:00,391.0,526.0,526.0,417.0
377,2019-11-08 20:30:00,397.0,526.0,526.0,417.0
378,2019-11-08 21:00:00,397.0,526.0,526.0,422.0
379,2019-11-08 21:30:00,397.0,538.0,538.0,422.0
380,2019-11-08 22:00:00,403.0,538.0,538.0,422.0
381,2019-11-08 22:30:00,403.0,538.0,538.0,417.0
382,2019-11-08 23:00:00,409.0,549.0,549.0,432.0
383,2019-11-08 23:30:00,409.0,549.0,549.0,432.0
384,2019-11-09 00:00:00,415.0,549.0,549.0,438.0
385,2019-11-09 00:30:00,421.0,549.0,549.0,438.0
386,2019-11-09 01:00:00,421.0,549.0,549.0,432.0
387,2019-11-09 01:30:00,427.0,549.0,549.0,432.0
388,2019-11-09 02:00:00,432.0,549.0,549.0,448.0
389,2019-11-09 02:30:00,432.0,549.0,549.0,448.0
390,2019-11-09 03:00:00,432.0,549.0,549.0,458.0
391,2019-11-09 03:30:00,438.0,549.0,549.0,453.0
392,2019-11-09 04:00:00,438.0,549.0,549.0,448.0
393,2019-11-09 04:30:00,444.0,549.0,549.0,448.0
394,2019-11-09 05:00:00,444.0,549.0,549.0,469.0
395,2019-11-09 05:30:00,444.0,549.0,549.0,469.0
396,2019-11-09 06:00:00,444.0,549.0,549.0,464.0
397,2019-11-09 06:30:00,444.0,549.0,549.0,458.0
398,2019-11-09 07:00:00,444.0,549.0,549.0,485.0
399,2019-11-09 07:30:00,444.0,538.0,538.0,480.0
400,2019-11-09 08:00:00,444.0,538.0,538.0,491.0
401,2019-11-09 08:30:00,450.0,538.0,538.0,485.0
402,2019-11-09 09:00:00,444.0,538.0,538.0,485.0
403,2019-11-09 09:30:00,444.0,538.0,538.0,480.0
404,2019-11-09 10:00:00,444.0,538.0,538.0,496.0
405,2019-11-09 10:30:00,444.0,538.0,538.0,496.0
406,2019-11-09 11:00:00,444.0,538.0,538.0,491.0
407,2019-11-09 11:30:00,444.0,538.0,538.0,491.0
408,2019-11-09 12:00:00,444.0,538.0,538.0,502.0
409,2019-11-09 12:30:00,438.0,538.0,538.0,502.0
410,2019-11-09 13:00:00,438.0,538.0,538.0,502.0
411,2019-11-09 13:30:00,438.0,538.0,538.0,502.0
412,2019-11-09 14:00:00,432.0,538.0,538.0,502.0
413,2019-11-09 14:30:00,438.0,538.0,538.0,502.0
414,2019-11-09 15:00:00,432.0,538.0,538.0,507.0
415,2019-11-09 15:30:00,432.0,549.0,549.0,507.0
416,2019-11-09 16:00:00,432.0,549.0,549.0,507.0
417,2019-11-09 16:30:00,427.0,549.0,549.0,502.0
418,2019-11-09 17:00:00,427.0,549.0,549.0,513.0
419,2019-11-09 17:30:00,427.0,549.0,549.0,513.0
420,2019-11-09 18:00:00,421.0,561.0,561.0,513.0
421,2019-11-09 18:30:00,421.0,561.0,561.0,513.0
422,2019-11-09 19:00:00,421.0,561.0,561.0,513.0
423,2019-11-09 19:30:00,421.0,561.0,561.0,513.0
424,2019-11-09 20:00:00,421.0,561.0,561.0,518.0
425,2019-11-09 20:30:00,415.0,572.0,572.0,518.0
426,2019-11-09 21:00:00,415.0,572.0,572.0,518.0
427,2019-11-09 21:30:00,415.0,572.0,572.0,518.0
428,2019-11-09 22:00:00,409.0,572.0,572.0,524.0
429,2019-11-09 22:30:00,409.0,572.0,572.0,524.0
430,2019-11-09 23:00:00,409.0,572.0,572.0,524.0
431,2019-11-09 23:30:00,409.0,584.0,584.0,524.0
432,2019-11-10 00:00:00,409.0,584.0,584.0,524.0
